id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,text
156,Horse's Neck,alcoholic,ordinary drink,highball glass,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,"['lemon peel', 'brandy', 'ginger ale', 'bitters']","['1 long strip ', '2 oz ', '5 oz ', '2 dashes ']","question Generate a cocktail with Lemon peel Brandy Ginger ale Bitters answer Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter."
157,Happy Skipper,alcoholic,ordinary drink,highball glass,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,"['spiced rum', 'ginger ale', 'lime', 'ice']","['1 1/2 cl ', 'to taste', 'to taste', 'to taste']","question Generate a cocktail with Spiced rum Ginger ale Lime Ice answer Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)"
158,Hunter's Moon,alcoholic,cocktail,balloon glass,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,"['vermouth', 'maraschino cherry', 'sugar syrup', 'lemonade', 'blackberries']","['25 ml', '15 ml', '10 ml', '100 ml', '2']","question Generate a cocktail with Vermouth Maraschino Cherry Sugar Syrup Lemonade Blackberries answer Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange."
159,Halloween Punch,alcoholic,punch / party drink,punch bowl,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,"['cherry juice', 'orange peel', 'red chili flakes', 'cloves', 'ginger', 'vodka']","['1 bottle', '3', '1', '10', '6', '20 cl']","question Generate a cocktail with Cherry Juice Orange Peel Red Chili Flakes Cloves Ginger Vodka answer Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass."
160,Havana Cocktail,alcoholic,ordinary drink,cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,"['light rum', 'pineapple juice', 'lemon juice']","['1 oz ', '1 oz ', '1 tsp ']","question Generate a cocktail with Light rum Pineapple juice Lemon juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
161,Holloween Punch,non alcoholic,punch / party drink,punch bowl,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,"['grape juice', 'carbonated soft drink', 'sherbet', 'sherbet']","['to taste', ', orange\n', 'to taste', 'to taste']","question Generate a cocktail with Grape juice Carbonated soft drink Sherbet Sherbet answer Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine."
162,Homemade Kahlua,alcoholic,homemade liqueur,collins glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,"['sugar', 'corn syrup', 'coffee', 'vanilla extract', 'water', 'vodka']","['2 1/2 cups ', '1 cup ', '1 1/2 oz instant ', '2 oz ', '3 cups boiling ', '1 fifth ']","question Generate a cocktail with Sugar Corn syrup Coffee Vanilla extract Water Vodka answer Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks."
163,Hot Creamy Bush,alcoholic,coffee / tea,irish coffee cup,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,"['irish whiskey', 'baileys irish cream', 'coffee']","['1 shot ', '3/4 shot ', '6 oz hot ']",question Generate a cocktail with Irish whiskey Baileys irish cream Coffee answer Combine all ingredients in glass
164,Harvey Wallbanger,alcoholic,ordinary drink,collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg,"['vodka', 'galliano', 'orange juice']","['1 oz ', '1/2 oz ', '4 oz ']","question Generate a cocktail with Vodka Galliano Orange juice answer Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve."
165,Hawaiian Cocktail,alcoholic,ordinary drink,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,"['gin', 'triple sec', 'pineapple juice']","['2 oz ', '1/2 oz ', '1 tblsp ']","question Generate a cocktail with Gin Triple sec Pineapple juice answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
166,Hemingway Special,alcoholic,ordinary drink,cocktail glass,Pour all ingredients into a shaker with ice. Shake.,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,"['rum', 'grapefruit juice', 'maraschino liqueur', 'lime juice']","['12 parts', '8 parts', '3 parts', '3 parts']",question Generate a cocktail with Rum Grapefruit Juice Maraschino Liqueur Lime Juice answer Pour all ingredients into a shaker with ice. Shake.
167,Highland Fling Cocktail,alcoholic,ordinary drink,cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,"['scotch', 'sweet vermouth', 'orange bitters', 'olive']","['1 1/2 oz ', '3/4 oz ', '2 dashes ', '1 ']",question Generate a cocktail with Scotch Sweet Vermouth Orange bitters Olive answer Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.
168,Hot Chocolate to Die for,non alcoholic,cocoa,coffee mug,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,"['chocolate', 'butter', 'vanilla extract', 'half-and-half', 'marshmallows']","['12 oz fine ', '1 tsp ', '1/2 tsp ', '1 cup ', 'mini ']","question Generate a cocktail with Chocolate Butter Vanilla extract Half-and-half Marshmallows answer Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream."
169,Ipamena,non alcoholic,ordinary drink,wine glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,"['lime', 'brown sugar', 'passion fruit juice', 'ginger ale', 'ice']","['½', '2 tsp', '4 cl', 'top up with', 'fill']","question Generate a cocktail with Lime Brown sugar Passion fruit juice Ginger ale Ice answer Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime"
170,Ice Pick,alcoholic,ordinary drink,collins glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,"['vodka', 'iced tea', 'lemon juice']","['1 1/2 oz ', '6 oz ', ' to taste\n']",question Generate a cocktail with Vodka Iced tea Lemon juice answer Put Vodka in glass fill with iced tea. Stir in lemon to taste.
171,Iced Coffee,non alcoholic,coffee / tea,coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,"['coffee', 'sugar', 'water', 'milk']","['1/4 cup instant ', '1/4 cup ', '1/4 cup hot ', '4 cups cold ']",question Generate a cocktail with Coffee Sugar Water Milk answer Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.
172,Irish Cream,alcoholic,homemade liqueur,irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,"['scotch', 'half-and-half', 'condensed milk', 'coconut syrup', 'chocolate syrup']","['1 cup ', '1 1/4 cup ', '1 can sweetened ', '3 drops ', '1 tblsp ']",question Generate a cocktail with Scotch Half-and-half Condensed milk Coconut syrup Chocolate syrup answer Mix scotch and milk. Add half-and-half. Add rest.
173,Irish Coffee,alcoholic,coffee / tea,irish coffee cup,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,"['irish whiskey', 'coffee', 'sugar', 'whipped cream']","['1 1/2 oz ', '8 oz ', '1 tsp ', '1 tblsp ']","question Generate a cocktail with Irish whiskey Coffee Sugar Whipped cream answer Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot."
174,Irish Spring,alcoholic,ordinary drink,collins glass,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,"['irish whiskey', 'peach brandy', 'orange juice', 'sweet and sour', 'orange', 'cherry']","['1 oz ', '1/2 oz ', '1 oz ', '1 oz ', '1 slice ', '1 ']","question Generate a cocktail with Irish whiskey Peach brandy Orange juice Sweet and sour Orange Cherry answer Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve."
175,Imperial Fizz,alcoholic,ordinary drink,highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,"['light rum', 'blended whiskey', 'lemon', 'powdered sugar', 'carbonated water']","['1/2 oz ', '1 1/2 oz ', 'Juice of 1/2 ', '1 tsp ', 'to taste']","question Generate a cocktail with Light rum Blended whiskey Lemon Powdered sugar Carbonated water answer Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
176,Irish Russian,alcoholic,beer,highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,"['vodka', 'kahlua', 'coca-cola', 'guinness stout']","['1 shot ', '1 shot ', '1 dash ', 'Fill with ']",question Generate a cocktail with Vodka Kahlua Coca-Cola Guinness stout answer Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.
